objectid,filename,source,title,date,date is approximate?,creator,description,subject,location,latitude,longitude,identifier,findingaidtitle,findingaid,type,format,language,rights,rightsstatement,youtubeid,blogtitle,blogposts
lumber057,69-187.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Marilyn Ramey,undated,,,Marilyn Ramey (Alpha Phi) on balanace beam.,recreation;women;,"Moscow, Idaho",,,UG 69-187,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Physical Education Classes,https://harvester.lib.uidaho.edu/posts/2020/06/24/womens-recreation-wednesday-physical-education-classes.html
lumber058,69-189.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Archery,undated,,,Woman aiming a bow and arrow,recreation;women;,"Moscow, Idaho",,,UG 69-189,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Physical Education Classes,https://harvester.lib.uidaho.edu/posts/2020/06/24/womens-recreation-wednesday-physical-education-classes.html
lumber059,69-192.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Gymnastics,undated,,,Women on gymnastics uneven bar,recreation;women;,"Moscow, Idaho",,,UG 69-192,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Physical Education Classes,https://harvester.lib.uidaho.edu/posts/2020/06/24/womens-recreation-wednesday-physical-education-classes.html
lumber060,69-194.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Katy (Kitty?) Hawks (Hawkes?),undated,,,Katy (Kitty?) Hawks (Hawkes?) in mid-air while doing a gymanstics vault.,recreation;women;,"Moscow, Idaho",,,UG 69-194,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Physical Education Classes,https://harvester.lib.uidaho.edu/posts/2020/06/24/womens-recreation-wednesday-physical-education-classes.html
lumber061,69-210.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Ann Frahm,undated,,,Ann Frahm in mid-air after jumping on a trampoline while others watch.,recreation;women;,"Moscow, Idaho",,,UG 69-210,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Physical Education Classes,https://harvester.lib.uidaho.edu/posts/2020/06/24/womens-recreation-wednesday-physical-education-classes.html
lumber062,69-186.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",May Queen and Attendants,1928,,,Five women - the May Queen and Attendants - sitting together for photo.,recreation;women;,"Moscow, Idaho",,,UG 69-186,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesady - May Day,https://harvester.lib.uidaho.edu/posts/2020/06/17/womens-recreation-wednesday-may-day.html
lumber063,69-185.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives","""The Queen Enters"" at May Day Event",1928,,,"""The Queen Enters"" at May Day Event.",recreation;women;,"Moscow, Idaho",,,UG 69-185,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesady - May Day,https://harvester.lib.uidaho.edu/posts/2020/06/17/womens-recreation-wednesday-may-day.html
lumber064,69-182.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",May Day Event,1928,,,Women dancing in Admin Lawn at May Day Event.,recreation;women;,"Moscow, Idaho",,,UG 69-182,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesady - May Day,https://harvester.lib.uidaho.edu/posts/2020/06/17/womens-recreation-wednesday-may-day.html
lumber065,69-184.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",May Day,1928,,,Women dancing in Admin Lawn at May Day Event.,recreation;women;,"Moscow, Idaho",,,UG 69-184,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesady - May Day,https://harvester.lib.uidaho.edu/posts/2020/06/17/womens-recreation-wednesday-may-day.html
lumber066,69-175a.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",woman swinging golf club while playing golf as two women watch,undated,,,Woman swinging golf club while playing golf as two women watch. Possibly a golf class or intramurals.,recreation;women;,"Moscow, Idaho",,,UG 69-175a,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Golf,https://harvester.lib.uidaho.edu/posts/2020/06/10/womens-recreation-wednesday-golf.html
lumber067,69-173.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Golfing,undated,,,"Vicki Maule, Kathy Jordan, Kali Voyce, Jean Nelson golfing.",recreation;women;,"Moscow, Idaho",,,UG 69-173,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Golf,https://harvester.lib.uidaho.edu/posts/2020/06/10/womens-recreation-wednesday-golf.html
lumber068,69-174.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Linda Fleetwood,undated,,,Linda Fleetwood golfing.,recreation;women;,"Moscow, Idaho",,,UG 69-174,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Golf,https://harvester.lib.uidaho.edu/posts/2020/06/10/womens-recreation-wednesday-golf.html
lumber069,69-153.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Field hockey and marching band,1950,yes,,"View from hill of field hockey practice and marching band practice in background, near Memorial Gym.",recreation;women;,"Moscow, Idaho",,,UG 69-153,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Field Hockey,https://harvester.lib.uidaho.edu/posts/2020/06/03/womens-recreation-wednesday-field-hockey.html
lumber070,69-165.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Field hockey practice,undated,,,"Brenda Lazelle (back to camera), Lois Proctor Pence, Anita Cox, and Denise Darwin during file dhockey practice.",recreation;women;,"Moscow, Idaho",,,UG 69-165,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Field Hockey,https://harvester.lib.uidaho.edu/posts/2020/06/03/womens-recreation-wednesday-field-hockey.html
lumber071,69-161.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Field Hockey,undated,,,Four women pose for photo. Ella McPherson on far left.,recreation;women;,"Moscow, Idaho",,,UG 69-161,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Field Hockey,https://harvester.lib.uidaho.edu/posts/2020/06/03/womens-recreation-wednesday-field-hockey.html
lumber072,69-160.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Denise Darwin and Brenda Lazelle,undated,,,Denise Darwin and Brenda Lazelle playing field hockey.,recreation;women;,"Moscow, Idaho",,,UG 69-160,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Field Hockey,https://harvester.lib.uidaho.edu/posts/2020/06/03/womens-recreation-wednesday-field-hockey.html
lumber073,69-147.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Fencing,undated,,,Two women fencing.,recreation;women;,"Moscow, Idaho",,,UG 69-147,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Fencing,https://harvester.lib.uidaho.edu/posts/2020/05/27/womens-recreation-wednesday-fencing.html
lumber074,69-146.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Women's fencing team,1931,,,Four members of women's fencing team standing together for group photo.,recreation;women;,"Moscow, Idaho",,,UG 69-146,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Fencing,https://harvester.lib.uidaho.edu/posts/2020/05/27/womens-recreation-wednesday-fencing.html
lumber075,69-150.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Women fencing,undated,,,Women fencing while others stand in background.,recreation;women;,"Moscow, Idaho",,,UG 69-150,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Fencing,https://harvester.lib.uidaho.edu/posts/2020/05/27/womens-recreation-wednesday-fencing.html
lumber076,69-118.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Folk Dance Festival [1],undated,,,"Women dancing at Folk Dance Festival inside ""old gym.""",recreation;women;,"Moscow, Idaho",,,UG 69-118,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Dance,https://harvester.lib.uidaho.edu/posts/2020/05/20/womens-recreation-wednesday-dance.html
lumber077,69-090.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Folk Dance Festival [2],1966,,,Women dancing at Folk Dance Festival outside the Kibbie Dome.,recreation;women;,"Moscow, Idaho",,,UG 69-090,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Dance,https://harvester.lib.uidaho.edu/posts/2020/05/20/womens-recreation-wednesday-dance.html
lumber078,69-070.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Folk Dance Festival [3],1966,,,Women dancing at Folk Dance Festival outside the Kibbie Dome.,recreation;women;,"Moscow, Idaho",,,UG 69-070,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Dance,https://harvester.lib.uidaho.edu/posts/2020/05/20/womens-recreation-wednesday-dance.html
lumber079,69-066.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Folk Dance Festival [4],1966,,,Women dancing at Folk Dance Festival outside the Kibbie Dome.,recreation;women;,"Moscow, Idaho",,,UG 69-066,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Dance,https://harvester.lib.uidaho.edu/posts/2020/05/20/womens-recreation-wednesday-dance.html
lumber080,69-057.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Bowling,undated,,,"Sherie Gauthier, Karen Johnson, Barbara Weeks, and Karen Collins standing together holding bowling balls for photo.",recreation;women;,"Moscow, Idaho",,,UG 69-057,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Bowling,https://harvester.lib.uidaho.edu/posts/2020/05/13/womens-recreation-wednesday-bowling.html
lumber081,69-054b.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Woman bowling,1965,yes,,Group of woman bowling.,recreation;women;,"Moscow, Idaho",,,UG 69-054b,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Bowling,https://harvester.lib.uidaho.edu/posts/2020/05/13/womens-recreation-wednesday-bowling.html
lumber082,69-055a.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Sherie Gauthier,1965,yes,,Sherie Gauthier bowling.,recreation;women;,"Moscow, Idaho",,,UG 69-055a,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Bowling,https://harvester.lib.uidaho.edu/posts/2020/05/13/womens-recreation-wednesday-bowling.html
lumber083,69-014.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Basketball Team [1],1933,yes,,Six girls standing together for team photo.,recreation;women;,"Moscow, Idaho",,,UG 69-014,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Basketball,https://harvester.lib.uidaho.edu/posts/2020/05/06/womens-recreation-wednesday-basketball.html
lumber084,69-053.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Basketball Team [2],undated,,,Women gathered for photo with basketball.,recreation;women;,"Moscow, Idaho",,,UG 69-053,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Basketball,https://harvester.lib.uidaho.edu/posts/2020/05/06/womens-recreation-wednesday-basketball.html
lumber085,69-029.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Intramural basketball game [1],undated,,,Intramural basketball game.,recreation;women;,"Moscow, Idaho",,,UG 69-029,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Basketball,https://harvester.lib.uidaho.edu/posts/2020/05/06/womens-recreation-wednesday-basketball.html
lumber086,69-018a.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Intramural basketball game [2],undated,,,intramural basketball game,recreation;women;,"Moscow, Idaho",,,UG 69-018a,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Basketball,https://harvester.lib.uidaho.edu/posts/2020/05/06/womens-recreation-wednesday-basketball.html
lumber087,69-009.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",women playing badminton,undated,,,women playing badminton,recreation;women;,"Moscow, Idaho",,,UG 69-009,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Badminton,https://harvester.lib.uidaho.edu/posts/2020/04/29/womens-recreation-wednesday-badminton.html
lumber088,69-006.jpg,"University of Idaho Women's Recreation Association photographs, UG 69, University of Idaho Library Special Collections and Archives",Georgie Cutler,undated,,,Georgie Cutler playing badminton.,recreation;women;,"Moscow, Idaho",,,UG 69-006,"University of Idaho Women's Recreation Association photographs, 1920s-1970s",https://archiveswest.orbiscascade.org/ark:/80444/xv152953/,Image;StillImage,image/jpeg,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at [libspec@uidaho.edu](mailto:libspec@uidaho.edu). The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,Women's Recreation Wednesday - Badminton,https://harvester.lib.uidaho.edu/posts/2020/04/29/womens-recreation-wednesday-badminton.html
